order_id,city_tier,customer_age,customer_loyalty_score,order_hour,order_day_of_week,order_month,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,estimated_delivery_time,traffic_level_score,weather_severity_score,restaurant_rating,delivery_partner_rating,customer_rating,order_value,delivery_fee,discount_amount,tip_amount,final_amount_paid,number_of_items,cancellation_flag,delayed_delivery_flag,refund_flag,promo_code_used,premium_customer_flag,festival_or_weekend_flag,delivery_partner_experience_years,delivery_efficiency_score
ac1b0a23-911e-49c1-ac0b-5064b16a553e,3,62,63.09309495218076,13,4,10,7.051367177838896,54,89,92,9.8,7.5,4.3,4.5,2.7,100.0,4.057988245820196,12.873880069702745,10.223005543190036,101.40711371930749,10,False,False,False,False,True,False,12,55.2
6c417014-bf37-4503-8c92-487cb8bf0bb3,2,31,34.67357984220038,18,1,10,4.026029363622016,10,17,28,1.0,5.0,3.8,4.1,4.1,170.53482618487288,4.573176311842499,14.892314498428185,2.556823695472657,162.77251169375984,5,False,False,True,True,True,True,9,99.9
65856768-7606-4164-b2af-a48e6ce7f191,3,40,13.260756059103109,8,3,9,3.866042873471324,34,57,53,3.8,5.9,4.0,4.4,3.1,126.58600460304729,3.093193792020195,27.603780690831584,23.828462615130785,125.90388031936668,4,False,False,False,True,False,False,15,87.8
4cd27891-9c60-44b9-8864-7381b6d6abac,1,30,84.755482671407,2,4,2,4.449202845562653,34,42,47,1.0,4.6,3.8,3.8,4.0,100.0,5.444443701618745,24.903540832911048,16.523543137324832,97.06444600603254,10,False,False,False,False,False,False,8,88.7
5caa275d-4c0b-4f3c-b7cc-ef2ed0bc334d,3,68,12.178184952826363,12,3,2,21.42172694126352,30,93,90,1.0,6.7,4.9,3.5,4.4,107.62682781954312,10.779799422052877,26.042416058186085,10.834038574234784,103.1982497576447,11,False,False,False,False,False,False,7,63.4
ded6a369-7cbb-4fa0-bcef-fb3c1ced9968,3,47,26.663220174896416,6,4,11,20.116393744196863,59,131,122,5.3,9.1,4.1,4.4,5.0,136.7289141838538,12.680315077245238,22.820482526265057,2.292100210802392,128.88084694563636,12,False,False,False,False,False,False,10,41.3
93e15578-ad66-45a7-92dd-75e7b9b89aae,2,49,51.740004186868994,16,1,11,20.34204489282984,15,69,74,1.0,6.0,3.6,4.9,3.5,100.0,6.791193972715436,28.94563182808749,21.458538071073367,99.30410021570133,5,True,False,False,False,False,False,6,72.2
dbc5a1f0-9a4f-4448-a4ea-8bc1d64400fc,3,49,86.27524764324473,10,5,7,21.979635869772167,58,118,122,8.4,2.9,4.5,3.8,3.7,100.0,10.139026375047065,20.309653619045697,19.144265243002117,108.9736379990035,7,False,False,False,True,False,False,11,51.4
cb408259-c89e-4d9a-aedb-506caadc4e62,1,73,26.70009092299107,20,5,2,38.93019175331531,14,134,126,4.8,5.0,3.6,4.7,3.9,100.0,0.0019284879862924,7.466918547376231,21.910364273202024,114.44537421381207,10,False,False,False,False,False,False,10,47.3
a85998bf-42e4-4529-bc54-8396b95c4f6c,3,31,14.944791959578565,20,4,3,1.4128708577139812,60,72,66,1.0,8.4,4.2,4.2,3.5,134.15847173686467,1.9551924911305112,10.148100506789334,9.613096310129462,135.5786600313353,6,True,False,False,False,False,False,3,62.0
b4cdbad5-b54c-4995-b43d-4705ae2f4a2b,3,19,43.51252762500578,14,1,11,3.1875847015563763,36,75,70,9.5,9.5,3.2,3.7,4.5,109.12019193673278,11.332221802901577,20.37256321288391,6.980832490234384,107.06068301698483,7,False,False,False,False,False,False,7,49.4
a555dda0-d1bc-4b14-8c0a-ca409d7e1ce0,3,36,86.3663091226482,17,1,6,5.016679726153224,31,48,51,3.3,4.9,3.5,3.7,4.0,100.0,2.6830354695253926,27.250191429239667,21.452173981685043,96.88501802197078,6,False,False,False,False,False,False,14,92.1
c3b0c040-0969-4c6c-864d-8efaf2cc5223,3,53,51.90953424954645,14,5,3,19.36618211969136,46,89,100,4.2,4.1,4.2,4.2,4.1,111.74584628828732,8.970120895969252,2.7309601436605133,19.414202586070807,137.39920962666687,1,False,False,False,False,False,False,15,76.9
2d5405bc-3de2-4059-affc-44e87cc2baa3,3,58,42.35663925080575,6,1,2,20.63437638023836,42,106,112,9.0,6.0,4.4,4.0,4.3,100.0,2.215410097879136,22.435518280032785,7.199864332323214,86.97975615016956,12,False,False,False,False,True,False,9,46.8
be8a31f1-48b3-4dc8-a2c0-951a0392b2fc,3,67,0.5354343385559401,21,2,2,29.742090022092867,56,127,135,7.1,1.3,4.2,3.7,4.0,100.0,7.399249013075082,11.89293068108585,9.5996790225389,105.10599735452811,3,True,False,False,True,False,False,2,36.6
8f1e4228-a24a-4229-91d5-5e8500e449a2,3,43,1.0641313641698735,6,1,4,31.802330976678608,14,107,102,2.4,4.1,4.0,3.5,3.6,100.0,13.310008773894836,9.073640362888648,7.980217432567158,112.21658584357334,7,False,False,False,False,False,False,11,66.0
91b0e20c-3186-4bec-a87c-9cc312ebffc7,1,24,48.75813347402293,11,6,6,37.462477952067616,29,134,132,4.7,3.8,4.0,3.9,4.0,144.7616950827556,3.62639466350348,29.57989219270645,11.016690677725135,129.82488823127778,6,False,False,False,False,False,True,12,52.9
b7b36cca-4f51-45c1-9be8-992f949c6826,3,23,41.982379683850255,22,1,10,9.55881359808276,38,71,76,7.2,4.7,3.4,4.3,3.5,100.0,5.861078345701793,23.24422384930873,1.2776352870601693,83.89448978345322,11,False,False,False,False,True,False,14,75.4
1c41e8df-af77-4f6b-af65-3cad5a731f6e,3,51,33.80344808470737,23,4,2,27.86982664267556,45,128,131,5.8,9.4,3.8,4.2,4.1,100.0,3.781172643274695,8.432561270736604,23.615571989192023,118.96418336173012,6,False,False,False,True,False,False,15,50.1
7dce4ac6-38d3-42fb-b38f-522adb2a96da,2,63,6.344018267745055,3,6,11,10.193029232690725,22,67,63,8.0,2.9,3.9,4.0,4.5,148.85604421065753,4.979865563239952,0.1091643153005006,0.3317216788241317,154.0584671374211,11,False,False,False,True,False,True,14,78.0
6006ec9a-660a-4a6c-a802-70ef19d501a4,3,24,36.18215505240372,19,4,5,32.539750746755,14,100,103,1.7,4.6,4.6,4.3,3.4,146.7860335920074,11.472912464780016,6.837481963291596,13.233512445828504,164.65497653932434,3,False,False,False,False,False,False,5,58.7
c1354510-e1ce-47a6-91b9-5617aa83cad5,3,19,42.05330740008202,22,3,1,25.680592248566192,26,100,105,9.7,0.1,4.3,4.6,3.2,100.0,13.1515620076111,25.282389110017306,11.757441475712971,99.62661437330677,8,False,False,False,True,False,False,1,42.2
65a812f0-f918-46aa-a7a5-29debaff62e0,1,57,73.1826286519711,8,6,6,19.59859117901121,24,99,83,4.2,4.1,3.3,4.4,4.0,100.0,2.659953096496296,7.069378774353753,2.4393097352430977,98.02988405738564,6,True,True,False,True,False,True,3,51.2
f541dd74-36d5-45b5-87a5-b8009fd5aaba,1,58,96.31917505109568,20,6,10,2.601202416556996,25,52,56,7.0,10.0,4.2,4.2,3.6,121.61669893156548,12.85543057360514,14.040947298759258,12.857663620264107,133.28884582667547,10,False,False,False,True,False,True,1,52.0
b71d206e-073a-4ad1-9340-79fc83ce2963,3,57,93.58778585039944,13,6,4,34.4940590126337,39,146,141,4.5,9.4,3.9,4.6,4.0,160.53268168483558,13.337398589144426,8.040189336273084,5.78318874085387,171.61307967856078,8,True,False,False,False,False,True,5,27.5
0e52e687-67d3-451b-a9f0-3af19516eb93,2,68,53.24235098160168,23,6,9,16.51856976980778,27,86,83,5.8,5.4,3.8,3.8,4.2,204.55119165696394,9.42046978172936,29.9796953903102,14.108659743711144,198.10062579209423,4,False,False,False,False,True,True,8,60.3
3f703235-7a69-4b29-b082-9d8d20484e30,2,70,47.61835738764989,12,5,12,11.15913683300657,36,68,80,7.4,5.6,4.4,4.1,2.8,131.38793904168833,14.843440579168012,14.82787126546845,10.922198426135854,142.32570678152373,2,False,False,False,False,False,False,2,53.2
3099826c-ab38-4387-8d90-7873c9bd8452,3,61,87.36918734309413,21,3,6,24.00104024761745,55,103,108,1.6,0.5,4.6,4.1,4.4,100.0,0.6412369983370814,21.216858840201716,17.09330802674239,96.51768618487776,6,False,False,False,True,False,False,9,71.0
627f1516-7ce7-4e70-879f-ca538c612996,3,22,10.4449655964183,17,2,11,33.875247077092006,48,141,134,5.2,0.4,4.5,3.7,3.4,100.0,1.1235333416170183,7.500898201421929,2.7459454886362646,96.36858062883135,8,True,False,False,False,False,False,3,38.0
18d3f4d5-8339-46f9-ae40-c28a3f335880,2,50,75.92095263391839,19,1,12,39.76499863965635,51,149,150,4.2,1.1,3.7,4.0,4.0,100.0,8.113932719955908,15.848822931239887,20.92312603508823,113.18823582380426,7,False,False,False,True,True,False,1,32.2
139940ab-9a5b-439e-8bfd-0bd6b9cd0a7d,2,70,12.711947181695148,21,4,5,29.047697595275903,22,108,120,8.9,7.9,4.0,3.4,3.6,100.0,12.80489076768542,8.498442228058469,16.096540518000413,120.40298905762738,9,False,False,True,True,True,False,8,41.6
5486ba33-bfbd-4363-b601-4d13c2228507,3,28,73.74215632445063,17,2,8,2.696102683040341,32,57,54,3.6,9.5,4.2,5.0,3.7,100.0,7.378460522244459,28.908402379832687,2.571000052871677,81.04105819528345,12,False,False,False,True,True,False,3,61.2
b71c0fe1-ee13-4a92-9b63-c1f6b7b145fa,2,58,85.67047493440582,4,4,2,25.94099537602436,32,105,110,5.7,5.5,4.5,3.8,4.9,100.0,13.809131180872363,4.480059360416372,3.867174383320224,113.1962462037762,6,False,False,False,True,False,False,12,60.0
11272151-eafb-4c81-827e-b5bfc4b607cf,2,44,44.1247051544588,6,1,9,26.96956179096888,17,99,96,2.2,7.1,3.9,4.8,4.2,100.0,9.426041031079006,11.65377269167615,6.862431267400221,104.63469960680308,2,False,False,False,True,True,False,15,72.4
b38cc84b-0003-46bf-9627-e9b346029f7a,2,34,99.14666841085096,7,1,8,34.254921215622254,9,140,118,9.0,4.9,4.0,4.2,4.5,100.0,13.248565120582274,24.04238332854206,17.79346312014005,106.99964491218026,5,False,True,False,False,True,False,13,42.0
8585445d-b526-4a41-b394-9ddd4c5965da,1,37,32.1078510852564,2,5,3,30.686667296466933,41,136,133,7.2,5.8,3.6,4.4,4.1,100.0,0.6261732913691653,1.85150227819307,7.199369307584,105.97404032076011,3,False,False,False,False,True,False,13,45.9
42d5bf4a-20bc-483b-8a11-2fd547e2af16,1,68,0.2847669053995916,9,1,9,35.34230032363733,57,154,149,3.0,6.1,3.6,4.0,4.3,140.6559168290415,1.253156013260068,0.1690904419003236,16.860056570184337,158.6000389705856,2,False,False,False,False,False,False,13,46.7
a1784f85-fdca-475f-a179-c20b33f58608,2,19,66.93919849708085,5,3,3,13.961635545987471,45,99,101,7.9,9.4,4.5,4.3,4.2,100.0,4.207727544250592,22.99802107908645,8.048877629578497,89.25858409474264,11,False,False,False,True,False,False,7,43.1
55a06507-9777-42d2-9b4d-ff5cac0d0515,2,19,28.204077872943746,21,3,1,39.84176117609474,26,132,141,6.1,5.9,4.7,4.5,4.1,126.95559606751424,2.370835320549451,3.689754160107264,15.341811027817714,140.97848825577415,8,False,False,False,False,False,False,12,47.8
fe093308-b53e-4119-8e94-9d161aedd61c,3,45,11.907786958004383,13,1,2,7.675658731053774,34,68,60,6.0,1.2,4.1,4.5,4.6,100.0,10.36379611490514,13.363224849534957,6.822596414121018,103.8231676794912,9,False,False,False,False,False,False,5,68.0
dd4e2d06-20ac-4076-89d7-7e05f6eebc20,3,63,59.944697795336346,15,6,1,13.322272633548144,42,74,79,1.7,5.5,4.6,4.5,4.1,100.0,7.89899933062271,24.01710015557325,5.367657775981155,89.24955695103063,11,False,False,True,False,False,True,7,71.4
13658ee1-d9b1-4d21-8788-0351316529fa,1,46,95.04642452305944,16,4,10,9.06645490151171,54,84,86,9.7,0.6,4.3,4.1,5.0,100.0,3.0315806771346905,25.494481530026896,24.072501117914182,101.60960026502198,8,False,False,False,False,True,True,9,62.3
75efaf50-bff3-4b87-ae5d-9a1d6badc2f1,1,67,28.715091531379755,22,1,2,39.31239650976247,34,156,142,5.0,4.4,3.8,4.0,4.5,100.0,4.913076856692645,1.491556651557484,6.911515007473793,110.33303521260895,4,False,True,False,False,False,False,10,39.0
fb22a7c4-6db4-4390-b161-2ba42cca4a36,2,33,64.6114072572032,15,4,1,29.11469279581227,5,89,92,3.7,5.2,4.3,3.6,3.4,100.0,4.596016255264456,13.04894482182636,11.188917762293055,102.73598919573115,2,False,False,False,False,False,False,5,58.2
92f2173b-c11a-4a51-8cae-f9016ebad0fe,1,65,78.53052086184697,5,6,5,18.548717389132968,31,103,93,8.2,3.8,4.8,4.4,3.9,170.86819671494885,12.4917302974769,29.791419562647427,15.849215276792936,169.41772272657124,3,True,False,False,True,True,True,10,54.7
56d88391-e33a-4def-9a51-9b8d4f2f471a,1,43,85.3222219951007,19,2,11,18.01811653798808,57,113,110,6.3,4.6,4.1,4.6,4.2,145.3257832381126,5.402881755799266,29.88906787298643,22.5754771213684,143.41507424229383,2,False,False,False,False,False,False,14,60.5
3e5779aa-0d46-4fec-ae88-dc8e3e5fc65e,1,33,95.02473722844142,1,1,8,22.8618324500372,12,93,97,8.3,9.2,4.8,4.8,4.0,100.0,13.97633757859117,12.648691747349485,9.083849365891568,110.41149519713325,5,False,False,False,False,False,False,1,34.2
0d9b2e11-7ea7-48c5-97d2-14d5248e658e,3,29,15.575148668299033,3,3,8,0.2831413662736972,39,45,42,1.0,5.2,2.9,4.3,4.4,100.0,12.180896436871125,13.100641697549104,20.86271194702692,119.94296668634892,11,False,False,False,False,False,False,6,83.0
37d0d3db-5dad-48de-8052-7ab8a4e7eaf7,3,23,26.56401518486972,11,2,5,39.04059634160562,26,128,134,2.9,6.7,4.5,3.9,4.4,136.24694600403552,14.98518104398412,19.912153276507528,6.4864950853842975,137.8064688568964,2,False,False,False,False,True,False,11,52.8
3dbc93c4-b5a4-484c-95a8-3c3ebb5f8f8d,1,28,79.81346255949374,7,3,9,30.4904983886112,41,135,128,5.8,4.7,4.1,3.5,3.3,100.0,0.1421797592308649,10.817119308333398,6.471630389853902,95.79669084075137,11,False,False,False,True,True,False,5,36.3
2f28f117-bab6-4df0-a22e-b73a5f98483b,1,21,89.54019530816606,12,6,3,35.685147607275894,26,132,122,1.7,6.0,4.0,4.6,4.7,134.4074705895768,0.4802469234946699,25.244542289052184,24.247522277002947,133.89069750102223,7,True,False,False,False,False,True,1,36.6
9673d0f8-2359-409c-a906-97faf68d1e92,3,34,47.6622726092194,21,2,3,23.77958052967597,35,108,108,9.4,1.3,4.1,3.5,3.7,118.20322460529955,9.716466196090307,17.42977910557405,21.87175356336404,132.36166525917986,3,False,False,False,False,False,False,15,63.0
e5ef327e-0429-4355-9675-045c3e97f201,2,41,85.08286255975098,3,6,6,22.4556825107388,59,148,137,9.6,9.8,3.2,4.1,3.7,100.0,9.46481057699282,5.861904678114906,6.40186063963924,110.00476653851715,7,False,True,False,True,False,True,5,15.9
96bf3820-b8ee-486a-9d99-d53b63a8e33b,2,72,71.07312378045316,11,3,1,23.24663363547489,46,115,114,7.1,3.3,4.0,4.1,3.7,100.0,10.334204368597348,9.549290361100429,11.714386507174652,112.49930051467156,2,False,False,False,False,False,False,2,38.4
7daa7080-7303-45c7-af9b-a87efb446bf5,2,75,89.19955382863584,7,3,11,37.58837879623049,19,134,127,2.3,8.7,4.3,4.2,4.4,100.0,11.469934141184174,6.084952194450147,11.46889222166116,116.85387416839518,9,True,False,False,False,True,False,9,45.0
562ef695-857f-4277-8348-187a00413f66,1,38,40.89837198296477,4,5,7,28.2920381284488,27,146,122,8.1,8.7,4.8,4.2,3.9,100.0,4.157269740823021,25.126788690275703,19.46182097341646,98.49230202396379,1,False,True,True,True,False,False,7,24.9
93aa7081-a44e-4303-ba32-65312c688d0d,3,70,23.99723956567153,16,3,11,25.5281941961526,46,139,119,6.1,3.8,3.9,4.3,3.6,100.0,9.062679465261814,18.57082227592713,17.323574311312374,107.81543150064705,11,False,True,False,True,False,False,3,31.9
f74e232e-6852-4e03-b306-752af5bea3c3,3,41,39.26665939322013,17,4,1,10.35616694317021,49,76,77,4.7,1.9,3.7,3.2,3.8,100.0,1.940370317508181,6.534360093837588,22.734283260381403,118.140293484052,9,False,False,False,False,False,False,9,73.6
7af3905a-7585-4162-9881-a2129b54c94a,1,20,72.88609015476176,20,6,5,5.265226905002208,7,33,31,3.8,2.9,3.9,4.2,3.0,116.80904753614722,14.97382943580311,12.12176782901901,20.579110254499767,140.24021939743108,7,True,False,False,True,True,True,14,100.0
1dbc12de-09ef-4ea4-8e05-d2737aa35dfc,2,70,69.5587580787867,13,1,8,11.648850010550788,56,77,85,4.3,1.7,4.5,3.3,3.5,100.0,11.100893413861629,21.0686266674733,9.13475852924764,99.16702527563596,4,True,False,False,True,False,False,3,63.4
048a8adc-b685-45ef-a09e-8ffada029df5,1,35,7.671457753290145,5,6,5,15.933245048073912,44,99,93,4.1,6.6,4.2,4.5,3.3,100.0,11.495855145603365,22.12722976812681,19.19527792981532,108.56390330729188,3,False,False,False,True,False,True,11,62.1
cdb8c510-1ba9-4439-b8b6-2aec5f22d962,2,37,27.774779530044547,0,2,10,38.03287893550906,35,148,145,6.6,5.9,3.9,4.0,3.9,130.9524086049658,14.756739322819982,0.8690113143071654,9.994294254256772,154.8344308677354,5,True,False,False,False,False,False,3,24.2
e3519bb1-319f-413c-9ea3-d4c087d129c1,3,43,10.828030247180276,21,4,4,31.58964497805756,42,115,121,1.0,4.2,4.3,3.3,4.4,100.0,9.41625086565239,6.714724788540441,0.2511324201979525,102.9526584973099,9,False,False,False,True,False,False,10,63.7
e75b95ed-c72f-4809-8974-87378d59ca47,3,73,59.98236703057827,0,5,11,27.682433705628277,26,107,98,2.0,2.7,4.1,3.9,4.3,100.0,5.846799519964496,15.042267520040015,15.361455127599246,106.16598712752372,11,False,False,False,True,False,False,7,61.7
90d6b0b8-dfcb-4c51-8b91-755304ff9a5a,3,69,59.18078517203084,22,6,5,16.559561132997445,23,87,89,9.3,6.9,4.5,4.0,4.7,136.45774341576782,12.924898592350951,22.075973276837143,8.318866230756633,135.62553496203827,12,False,False,False,True,False,True,12,57.8
7d20ef8f-1c2b-4493-976e-296c9c3ff298,1,54,6.819382051426592,16,1,9,29.321941268749043,15,93,97,5.2,0.8,3.8,4.7,4.6,102.956307889339,6.081711911252522,22.434610813974444,0.7201023557102504,87.32351134232734,2,False,False,False,False,False,False,3,56.6
0869167d-ce84-48c2-a356-b87069c78ff3,1,55,81.81025915876691,8,1,10,23.179956452324493,25,108,105,8.3,6.8,4.0,4.3,3.7,100.0,14.684671175183604,10.641053488648144,22.965003400686097,127.00862108722157,5,False,False,False,False,False,False,9,46.2
e4003e70-c792-461a-b4a2-a63b70c709d5,3,74,59.922418343743104,10,3,1,24.94881790492113,14,94,98,5.1,9.3,3.9,4.3,4.0,100.0,6.087778765613549,12.345987824310466,11.762606287688534,105.50439722899162,10,False,False,False,True,False,False,4,45.4
69b87cc4-0a95-4a9c-9f64-3c8d1ba2cd9f,3,34,58.0886918445878,7,1,11,3.0953312893026887,17,44,44,9.4,2.4,3.4,4.7,4.0,100.0,5.395173833632366,17.058445423972977,24.4625028285368,112.7992312381962,11,True,False,False,False,False,False,2,63.6
2c183901-d7a6-493d-9a95-4e61880233fa,3,28,59.38237855220092,11,1,2,23.452653125978745,55,141,127,6.5,7.7,4.2,4.2,2.8,100.0,4.465772813220083,0.4562571758622691,24.698002088157907,128.70751772551571,7,True,True,False,False,False,False,1,20.8
d8c4e1ae-0eb8-4639-9c7c-a941d08f4f4e,1,64,80.36144541828189,5,6,4,18.06439112901455,28,81,86,6.1,4.2,4.2,4.5,3.3,100.0,7.997740137154842,28.50324511748452,7.379380574480088,86.87387559415039,10,False,False,False,True,False,True,3,54.5
